total_rows,zscore_anomaly_count,iforest_anomaly_count,both_methods_anomaly_count,only_zscore_anomaly_count,only_iforest_anomaly_count,avg_iforest_score,max_iforest_score,min_iforest_score,zscore_anomaly_rate,iforest_anomaly_rate,method_overlap_rate,overlap_among_zscore_anomalies,overlap_among_iforest_anomalies
6008418,69143,74542,38742,30401,35800,0.4215485663876877,0.795259299917821,0.3482929100049366,0.0115076880470033,0.0124062606829285,0.0064479535212097,0.5603170241383799,0.5197338413243541
