line,total_obs,zscore_anomaly_count,iforest_v3_anomaly_count,avg_iforest_v3_score,zscore_anomaly_rate,iforest_v3_anomaly_rate
MALTEPE UNIVERSITESI - MALTEPE METRO / KARTAL,6499,157,174,0.4567050100604185,0.024157562701954148,0.026773349746114786
KADIKOY-KARTAL,42597,1124,1121,0.4512117959949289,0.026386834753621146,0.02631640725872714
FENERTEPE PERONLAR/BASAKSEHIR - YENIBOSNA METRO,9364,242,245,0.45290079407564643,0.02584365655702691,0.02616403246475865
SULTANBEYLI UZUNDERE - UZUNCAYIR METROBUS,9787,243,256,0.45407230890205136,0.024828854603044855,0.02615714723612956
KADIKOY-SARIGAZI-YENIDOGAN,16085,185,417,0.4724620181495717,0.011501398818775257,0.025924774634752876
FERHATPASA-SOYAK YENISEHIR,2805,70,72,0.4740802771558787,0.024955436720142603,0.025668449197860963
CEVIZLIBAG - SOGUTLUCESME,17839,34,451,0.4464234098446278,0.001905936431414317,0.025281686193172264
BASIBUYUK SAGLIK KAMPUSU - KUCUKYALI METRO,5318,115,134,0.4675128799530637,0.021624670928920647,0.025197442647611885
YESILPINAR-4.LEVENT-ZINCIRLIKUYU METROBUS,15455,403,378,0.4443677297401571,0.02607570365577483,0.024458104173406665
BASAKSEHIR 4.ETAP - BAKIRKOY,14032,233,337,0.46174250099021347,0.01660490307867731,0.02401653363740023
FENERTEPE-BASAKSEHIR METROKENT,14247,307,334,0.452928266064663,0.02154839615357619,0.02344353197164315
UMRANIYE DEV.HAST-CAKMAK MAH-ATASEHIR-USTBOSTANCI,10464,17,245,0.469246958675911,0.001624617737003058,0.023413608562691132
UMRANIYE DEV.HAST-KUPLUCE-HAVUZBASI NATO YOLU,2324,43,54,0.4593231354465456,0.018502581755593803,0.02323580034423408
TUZLA-AYDINLI TOKI KONUTLARI,2302,48,51,0.45675008468387907,0.020851433536055605,0.022154648132059078
BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,18476,346,402,0.46038861869404346,0.018726997185537997,0.02175795626759039
KADIKOY-ESENSEHIR,10619,60,229,0.4662012505187247,0.005650249552688577,0.021565119126094736
S.SAHINBEY-MECIDIYEKOY,9439,226,199,0.446185979809657,0.023943214323551225,0.021082741815870325
YENIKAPI - HAVALIMANI,56954,1076,1196,0.4525317497247987,0.018892439512589107,0.02099940302700425
BAHCEKOY-SARIYER,4017,109,84,0.44111327170726383,0.027134677620114515,0.020911127707244213
MARMARA EGITIM KOY.- SITELER--MALTEPE,9277,211,191,0.4478252579124113,0.022744421688045705,0.020588552333728576
S.BEYLI-M.SINAN M-UZUNCAYIR METROBUS,8595,178,176,0.4459325551961522,0.020709714950552648,0.020477021524141943
GUNESLI - BEYAZIT,13042,5,266,0.4873881058163029,3.8337678270203957E-4,0.020395644839748504
YESILTEPE-MARMARA EGITIM KOYU,2214,38,45,0.46904608286285127,0.017163504968383016,0.02032520325203252
YASIOREN-ARNAVUTKOY,4890,126,99,0.4526404760188555,0.025766871165644172,0.020245398773006136
AYAZAGA GARAJI-4.LEVENT METRO,5854,116,118,0.45387562170996704,0.019815510761872223,0.020157157499145883
ESATPASA-ATASEHIR-YEDITEPE UNV.,9527,194,189,0.4482382578063698,0.02036317833525769,0.019838354151359296
USKUDAR-CAVUSBASI/ KARANLIKDERE,10053,222,198,0.44504867210443316,0.02208296031035512,0.019695613249776187
KEMERBURGAZ-AKPINAR KOYU,5604,138,110,0.44528304449453254,0.02462526766595289,0.019628836545324768
TOPKAPI - GOKTURK,14039,320,275,0.44874299234129805,0.02279364627110193,0.01958828976422822
TEPEUSTU-MALTEPE METRO/CEVIZLI PERONLAR,5093,106,99,0.44909594692502464,0.020812880424111526,0.019438444924406047
CAKMAK MAH.-YENIHISAR-KADIKOY,1962,35,38,0.4693811387500784,0.01783893985728848,0.019367991845056064
KADIKOY-SIFA MAHALLESI,7892,3,152,0.4512151432726225,3.801317790167258E-4,0.01926001013684744
SULTANBEYLI DEV.HST.-MARMARA UNI. BASIBUYUK KAMP.,5531,129,106,0.4503491216827842,0.023323088049177362,0.019164708009401555
FATIH SULTAN KARAYOLLARI-SISLI,5359,125,101,0.44437936463045946,0.023325247247620823,0.018846799776077627
SULTANBEYLI-UZUNCAYIR METROBUS-HAREM,11207,232,211,0.446402781671828,0.020701347372178103,0.018827518515213706
BEREKET SITESI - DARLIK,2128,48,40,0.47788593548423003,0.022556390977443608,0.018796992481203006
TUZLA-EVORA KONUTLARI -  CEVIZLI,4593,81,86,0.45809013387854175,0.017635532331809273,0.018724145438711082
KAYASEHIR-CEBECI MAHALLESI,8886,191,163,0.44640563248960324,0.021494485707855053,0.018343461625028135
SULTANBEYLI ALTINTEPE - UMRANIYE,10151,12,186,0.4634861002767918,0.0011821495419170524,0.018323317899714312
MARMARA EGITIM KOYU-KADIKOY,2240,41,41,0.45733643391884454,0.01830357142857143,0.01830357142857143
TUZLA ORGANIZE SANAYI - KAFKALE TUZLA SAHIL,3400,70,62,0.46485530455540464,0.020588235294117647,0.018235294117647058
KUCUKKOY-TAKSIM,2690,57,49,0.45399527929879885,0.021189591078066915,0.018215613382899627
KUCUKCEKMECE-OLIMPIYATKOY METRO,2952,55,53,0.4554668193918091,0.018631436314363144,0.017953929539295393
SULTANBEYLI-MECIDIYEKOY,8203,13,147,0.45184521247605364,0.001584786053882726,0.017920273070827747
AGACLI KOYU-KEMERBURGAZ,4917,116,88,0.45394088799822213,0.02359162090705715,0.017897091722595078
KIRAZLITEPE-ACIBADEM-KADIKOY,3090,53,55,0.4488123494433785,0.01715210355987055,0.01779935275080906
USKUDAR-YAVUZTURK MAHALLESI,10514,234,187,0.4362663507714885,0.022256039566292563,0.017785809396994482
BATI ATASEHIR / KUCUKBAKKALKOY - KADIKOY,8786,190,156,0.4449728913441292,0.021625312997951285,0.017755520145686318
KADIKOY-ESENSEHIR MAH,8601,185,152,0.44351949434002824,0.021509126845715616,0.017672363678642018
CUBUKLU ISKELE-KAVACIK,571,2,10,0.461951274444292,0.0035026269702276708,0.017513134851138354
MIMARSINAN-AVCILAR METROBUS,4685,72,82,0.45170427807527513,0.01536819637139808,0.017502668089647812
YENIDOGAN-MARMARA UNIVERSITESI BASIBUYUK KAMPUSU,5262,111,92,0.4500459641230697,0.021094640820980615,0.017483846446218167
CUMH.MAH-KUCUK CAMLICA - USKUDAR,10336,240,180,0.43996815241219517,0.02321981424148607,0.01741486068111455
BINEVLER - MASLAK,12560,268,218,0.43763673037173145,0.021337579617834394,0.01735668789808917
SULTANBEYLI-KOZYATAGI METRO,7747,163,134,0.444751120842709,0.021040402736543177,0.01729701820059378
YENISEHIR-PENDIK METRO,2321,44,40,0.4555358979233759,0.018957345971563982,0.017233950883239983
CIRCIR METRO/YILDIZTABYA - VEZNECILER,7080,4,122,0.4503886010821477,5.649717514124294E-4,0.017231638418079096
SULTANBEYLI-METRO -CEVIZLI,8025,175,138,0.4453017737174403,0.021806853582554516,0.017196261682242992
KAVACIK-GORELE MAH-ACARKENT,3440,76,59,0.44474397107974917,0.022093023255813953,0.017151162790697675
YENIDOGAN-SAMANDIRA-USKUDAR,5027,98,86,0.444439408890465,0.01949472846628208,0.017107618858165904
EVTAS BLOKLARI - UMRANIYE METRO / U.EGT.ARS.HASTAN,5869,127,100,0.4536091065595686,0.021639120804225594,0.01703867779860283
KAYASEHIR-YENIBOSNA METRO,33534,654,571,0.4422497933603052,0.019502594381821434,0.01702749448321107
YENIDOGAN - KAYISDAGI,4332,86,73,0.4470313647324608,0.019852262234533704,0.016851338873499537
ALTUNIZADE-ATASEHIR-USTBOSTANCI,1790,28,30,0.4709261682403963,0.01564245810055866,0.01675977653631285
FENERTEPE PERONLAR - BASAKSEHIR - BAHCESEHIR,5142,101,86,0.44856444194742623,0.019642162582652663,0.016725009723842863
KADIKOY-KAVAKPINAR MAH,8558,156,143,0.44423347207992386,0.01822855807431643,0.016709511568123392
KADIKOY-ATASEHIR,6720,134,112,0.45083932656329784,0.01994047619047619,0.016666666666666666
USKUDAR-ARKBOYU,5305,104,88,0.4514414483639611,0.019604147031102734,0.016588124410933082
KADIKOY-ESATPASA,21392,437,354,0.4411344252988232,0.020428197456993268,0.01654824233358265
MIMAR SINAN MAHALLESI - UMRANIYE,6545,135,108,0.4472836005436324,0.020626432391138275,0.01650114591291062
TASDELEN-IMES-UMRANIYE-BEREKET SITESI,7289,6,120,0.4524686435582288,8.231581835642749E-4,0.0164631636712855
FENERTEPE PERONLAR - BIRLIK MAHALLESI,2008,43,33,0.47308607404514186,0.02141434262948207,0.01643426294820717
U.MUMCU-SOGANLIK METRO,5983,119,98,0.4480998479787198,0.01988968744776868,0.016379742604044793
TURGUTREIS – MECIDIYEKOY,2748,57,45,0.4416816905339046,0.02074235807860262,0.016375545851528384
ATAKENT MAH. - MECIDIYEKOY,4094,70,67,0.4508948275296725,0.01709819247679531,0.016365412799218368
ATESTUGLA - EMINONU,11469,230,187,0.443855640815703,0.020054058767111343,0.016304821693260092
50.YIL MAH. - AKSARAY,1599,24,26,0.4570262453818345,0.0150093808630394,0.016260162601626018
KENT ORMANI - MECIDIYEKOY,2039,34,33,0.4579423760042553,0.016674840608141245,0.016184404119666502
YENIDOGAN-SULTANBEYLI,6008,112,97,0.4479115373993297,0.018641810918774968,0.016145139813581892
KADIKOY-ESENKENT,4173,56,67,0.45176668958509797,0.013419602204648934,0.016055595494847832
MIMARSINAN MH. - TUZLA,4559,74,73,0.4511518213439698,0.016231629743364773,0.016012283395481466
BEYLIKDUZU - CEVIZLIBAG,8073,147,129,0.5240345128910138,0.018208844295800816,0.015979189892233372
KARTAL-SULTANBEYLI,19111,370,305,0.4421995258502947,0.019360577677777196,0.015959395112762283
ATESTUGLA - MECIDIYEKOY,8805,8,140,0.45921261226425053,9.085746734809767E-4,0.01590005678591709
MECIDIYEKOY-KADIKOY,7726,154,122,0.4482743153630969,0.01993269479679006,0.0157908361377168
GAZIOSMANPASA-YENIKAPI,380,0,6,0.45414785276614894,0.0,0.015789473684210527
K.S.S HASTANESI-HALKALI-MEHMETAKIF MAH.-BASAKSEHIR 4.ETAP,7158,116,113,0.4508855190414398,0.016205644034646548,0.015786532550991897
USKUDAR-SULTANMURAT MAH,9021,184,142,0.4401690029918307,0.020396851790267154,0.015741048664227913
BINKILIC-CATALCA,5570,100,87,0.47273773174060113,0.017953321364452424,0.01561938958707361
YUNUSEMRE MAH.-BARAJ YOLU-SISLI,12678,228,198,0.44746719786097267,0.017983909133932798,0.015617605300520587
USKUDAR-ESATPASA,2948,60,46,0.4489207893775566,0.0203527815468114,0.015603799185888738
CEKMEKOY-YAMANEVLER METRO,5842,101,91,0.4478526239953628,0.017288599794590895,0.015576857240671003
KADIKOY-ALTBOSTANCI,4189,82,65,0.4574212179213848,0.01957507758414896,0.0155168297923132
ESENTEPE-HASEKI KAMPUS-SULTANCIFTLIGI TRAMVAY,1553,28,24,0.45321861131186536,0.0180296200901481,0.015453960077269801
PASAKOY-BUYUKBAKKALKOY-KARTAL,2720,51,42,0.4549334704313706,0.01875,0.015441176470588236
UZUNDERE-KOZYATAGI,8165,159,126,0.4413414105220112,0.019473361910593998,0.01543172075933864
KAGITHANE-AKSARAY,1816,31,28,0.4519049563925108,0.017070484581497798,0.015418502202643172
HAREM-U.MUMCU MAH,9817,182,151,0.4417322781097639,0.0185392686156667,0.015381481104206987
KARTAL-AYDINLI TOKI KONUTLARI,7305,2,112,0.44982798169527305,2.737850787132101E-4,0.015331964407939767
EMINONU-USKUDAR,8874,51,136,0.48257963418985367,0.005747126436781609,0.01532567049808429
BOGAZ,22885,303,350,0.46382905792642964,0.013240113611535941,0.01529386060738475
DIKILITAS-EMINONU,4480,87,68,0.4447389475763365,0.019419642857142858,0.015178571428571428
AVCILAR-ZINCIRLIKUYU,120788,1629,1833,0.4533815702148857,0.013486439050236778,0.015175348544557406
RIVA-YENI RIVA YOLU-KAVACIK,2508,51,38,0.45412391647441086,0.02033492822966507,0.015151515151515152
SABANCI UNV.-ORHANLI-KARTAL METRO,1725,31,26,0.4566074652372044,0.017971014492753623,0.015072463768115942
ESENKENT - HUZUREVI METRO,5177,107,78,0.4640156621393163,0.02066834073787908,0.015066640911724938
DEMOKRASI CAD-YAMANEVLER METRO,6037,108,90,0.4508501352163815,0.017889680304787145,0.014908066920655955
YESILPINAR-EMINONU,7332,139,109,0.4438062295338127,0.01895799236224768,0.01486633933442444
BALABAN KOYU-BAYRAMPASA METRO,4510,88,67,0.448313534007467,0.01951219512195122,0.014855875831485588
HADIMKOY- I.U AVCILAR KAMPUS,8058,20,119,0.46808839085288834,0.002482005460412013,0.014767932489451477
YAVUZTURK MAH.-UMRANIYE-EMEK MAH.,4613,86,68,0.4459362956841169,0.018642965532191632,0.014740949490570128
KOCATAS-4 LEVENT METRO,2111,38,31,0.4509054628684003,0.018000947418285174,0.01468498342018001
TEPEUSTU-SILE,7909,123,116,0.4557641184181615,0.01555190289543558,0.014666835250979896
TOKATKOY - USKUDAR,4094,77,60,0.4414470078927901,0.01880801172447484,0.014655593551538837
ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,9011,3,132,0.4622617921803973,3.3292642326045944E-4,0.014648762623460215
ARKBOYU-TOKATKOY,3828,79,56,0.4431616696801395,0.020637408568443052,0.014629049111807733
KAZIMKARABEKIR-SARIYER,4655,98,68,0.4419276208822933,0.021052631578947368,0.014607948442534909
UCUNCU HAVAALANI-MECIDIYEKOY,5828,113,85,0.4482818189361751,0.019389155799588196,0.014584763212079615
TOKATKOY-CAVUSBASI,4886,97,71,0.44188530698351897,0.019852640196479737,0.014531313958248056
SULTANBEYLI(M.SINAN)-ADLIYE-KARTAL DEV.HST,10607,50,154,0.46170439537004926,0.004713868200245121,0.014518714056754973
PINAR MAHALLESI - 4.LEVENT METRO,4895,103,71,0.44368145336433257,0.02104187946884576,0.014504596527068437
ICMELER-KARTAL METRO,3865,56,56,0.45270695458112836,0.014489003880983183,0.014489003880983183
BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,11942,47,173,0.46707100276889674,0.003935689164294088,0.01448668564729526
HADIMKOY KIPTAS 3. ETAP / KELEBEKLER VADISI-BAHCESEHIR,2072,46,30,0.4484641561374784,0.0222007722007722,0.01447876447876448
KAVACIK-BEYKOZ-RIVA-CUMHURIYETKOYU,6380,112,92,0.44216227674561215,0.01755485893416928,0.014420062695924765
YESILPINAR-OTOGAR,9031,163,130,0.44165476654335467,0.018048942531281142,0.014394862141512569
USKUDAR-TURKIS BLOKLARI,8484,162,122,0.4406181741733455,0.019094766619519095,0.01438000942951438
ARNAVUTKOY - MECIDIYEKOY,19485,317,280,0.44713802795005864,0.016268924813959456,0.01437002822684116
TOPKAPI-KAZLICESME,6681,119,96,0.44761788141311776,0.017811704834605598,0.014369106421194431
KADIKOY-ERENKOY,9611,195,138,0.44058328294351656,0.020289251898865882,0.014358547497658932
LEVAZIM MAHALLESI - KABATAS,3576,60,51,0.4493847621997247,0.016778523489932886,0.014261744966442953
KABATAS-ADALAR,4450,47,63,0.4719767074706127,0.010561797752808988,0.014157303370786517
KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,9545,6,135,0.4727994000862225,6.286013619696176E-4,0.014143530644316397
BASAKSEHIR METROKENT-EMINONU,8135,10,115,0.4598680897024047,0.001229256299938537,0.014136447449293177
VEYSEL KARANI MAH.- 4.LEVENT METRO,5483,107,77,0.4422774507877664,0.019514864125478752,0.014043406894036112
GAYRETTEPE - EMINONU,6071,92,85,0.4479998325228747,0.015154010871355626,0.014000988305056828
SINPAS SIT.-SARIYER-4.LEVENT METRO,2295,52,32,0.44852468862932077,0.022657952069716776,0.013943355119825708
KADIKOY-BURHANIYE MAHALLESI,2296,44,32,0.45361479190011156,0.01916376306620209,0.013937282229965157
KARADENIZ MAHALLESI - BEYAZIT,10867,175,151,0.4416483579174157,0.016103800496917273,0.013895279285911475
ESENLER - TAVSANTEPE METRO/ KARTAL,6193,116,86,0.44440774770011976,0.01873082512514129,0.013886646213466818
CEKMEKOY-ALEMDAR NISANTEPE,3169,57,44,0.44528308051579296,0.017986746607762703,0.013884506153360681
KADIKOY-FERHATPASA MAH,8363,148,116,0.44181082787543546,0.01769699868468253,0.013870620590697118
KADIKOY-CAKMAK MAH-ATASEHIR,8797,11,121,0.4528525589186919,0.0012504262816869388,0.013754689098556327
ATESTUGLA - BEYAZIT,7357,8,101,0.4499460457224843,0.001087399755335055,0.01372842191110507
TUZLA DENIZ HARP OKULU-KARTAL METRO-CEVIZLI,10505,200,144,0.4392849878604987,0.01903855306996668,0.013707758210376012
BATISEHIR-MECIDIYEKOY,4020,70,55,0.44013780303792066,0.017412935323383085,0.013681592039800995
USKUDAR - UMRANIYE - DUDULLU,3369,66,46,0.4382303319371113,0.019590382902938557,0.01365390323538142
SAHINTEPESI-BASAKSEHIR,7910,128,108,0.4468320656828201,0.01618204804045512,0.013653603034134008
CEBECI MAHALLESI - Y.BOSNA METRO,7257,146,99,0.4383099545280524,0.02011850626980846,0.01364200082678793
HALKALI EGT.ARS.HAST - BAKIRKOY,16714,180,227,0.4572379438359747,0.010769414861792509,0.013581428742371664
KAZLICESME-DAVUTPASA YILDIZ UNIVERSITESI,2433,26,33,0.46100563118813126,0.010686395396629675,0.013563501849568433
KUCUKCEKMECE – ISTOC,5972,88,81,0.4518482473246707,0.014735432016075016,0.013563295378432686
V.KARANI-YAKACIK-KARTAL,11652,202,158,0.4378931318799469,0.017336079642979747,0.013559903879162375
KUPLUCE-KISIKLI METRO-CUMHURIYET MAHALLESI,3688,52,50,0.4664764486687658,0.014099783080260303,0.013557483731019523
BAKIRKOY - BEYAZIT,4655,74,63,0.44491106972021316,0.0158968850698174,0.013533834586466165
KAZIM KARABEKIR - EMINONU,2734,49,37,0.44911629456948987,0.017922457937088514,0.013533284564740308
USKUDAR-ALTBOSTANCI,11047,202,149,0.44278545863743773,0.01828550737756857,0.01348782474880058
SERIFALI - USKUDAR,6759,112,91,0.4491288844602089,0.01657049859446664,0.013463530108004143
CEBECI_YENIKAPI,3349,50,45,0.4523386289072937,0.014929829799940281,0.013436846819946252
USKUDAR-KAVACIK-YENICAMII,5331,112,71,0.4405325520333724,0.021009191521290566,0.013318326767960983
HASKOY - SISLI - TAKSIM,4130,79,55,0.4534847753684409,0.019128329297820823,0.013317191283292978
KADIKOY-YENISAHRA-BATI ATASEHIR,829,14,11,0.4573211193469957,0.016887816646562123,0.013268998793727383
SULTANBEYLI-BOSTANCI,4602,77,61,0.4430989493139198,0.01673185571490656,0.013255106475445458
AKSEMSETTIN MAHALLESI -  YENIKAPI,8982,159,119,0.4390976385730422,0.017702070808283232,0.013248719661545312
YENIDOGAN-KOZYATAGI METRO,4079,78,54,0.4473705216413389,0.019122333905368962,0.013238538857563127
ORTADAG SAMANDIRA-ALTUNIZADE METROBUS,3486,55,46,0.4582446751284203,0.015777395295467584,0.013195639701663799
KARTAL-EESENKENT METRO,2577,42,34,0.4582759951932314,0.01629802095459837,0.013193636010865347
EMINONU-KADIKOY,5403,13,71,0.45604959152376867,0.0024060707014621507,0.013140847677216362
BAHCESEHIRI / ESENKENT - TAKSIM,7690,3,101,0.47612714785602506,3.901170351105332E-4,0.013133940182054616
KAGITHANE GARAJI-YENIBOSNA METRO,3064,46,40,0.4480118529388839,0.015013054830287207,0.013054830287206266
ALTUNIZADE-KAZIM KARABEKIR MAH.,5214,92,68,0.44828688799904226,0.017644802454929037,0.01304181051016494
KADIKOY-YENIDOGAN,26329,52,342,0.46955639116163567,0.0019750085457100534,0.012989479281400736
USKUDAR-RASATHANE,8171,131,106,0.44188466709785695,0.016032309386855955,0.012972708358830009
GOKTURK - HACIOSMAN METRO,2246,38,29,0.45312803411330344,0.016918967052537846,0.012911843276936777
NISANTEPE-YAMANEVLER METRO,7691,132,99,0.44226945003651374,0.01716291769600832,0.012872188272006242
RESITPASA-4.LEVENT METRO,7778,133,100,0.4394235010910885,0.017099511442530215,0.012856775520699408
KADIKOY-ALEMDAG,10591,5,136,0.46478631600161435,4.720989519403267E-4,0.012841091492776886
YAYALAR MAH.-MARMARA UNIV.HST.-KARTAL METRO,4536,81,58,0.4446016158303996,0.017857142857142856,0.012786596119929453
CAVUSPASA - BEYAZIT,12091,189,154,0.44222894492700987,0.015631461417583325,0.012736746340253081
SAHINBEY-YAMANEVLER METRO,6787,114,86,0.44499988390739337,0.01679681744511566,0.012671283335789008
BINEVLER-YENIKAPI,3789,65,48,0.44459926823444107,0.017154922143045658,0.012668250197941409
GOKTURK-PIRINCCIKOY-MESCIDI SELAM,4746,93,60,0.44444256346501104,0.019595448798988623,0.012642225031605562
HAZNEDAR - EMINONU,8965,150,113,0.44558833435273915,0.016731734523145567,0.01260457334076966
FINDIKLI MAHALLESI - KOZYATAGI,3423,56,43,0.4503759599648723,0.016359918200409,0.012562080046742623
FULYA MAHALLESI-EMINONU,4777,76,60,0.44877575649906465,0.015909566673644546,0.01256018421603517
SULTAN CIFTLIGI - EMINONU,7168,5,90,0.4517712550149532,6.975446428571429E-4,0.012555803571428572
DELIKLI KAYA - ARNAVUTKOY,8061,138,101,0.4449564457822686,0.017119464086341647,0.01252946284580077
CIRCIR METRO/YILDIZTABYA - EMINONU,9829,22,123,0.4602768155293743,0.002238274493844745,0.01251398921558653
DENIZ HARP OKULU-MALTEPE PERONLAR,9439,150,118,0.44105005353718757,0.015891513931560547,0.01250132429282763
KAGITHANE - KABATAS,7705,12,96,0.4482752381873987,0.0015574302401038286,0.012459441920830629
ALIBEYKOY CEP OTOGARI-ISTANBUL HAVALIMANI,3961,60,49,0.46371443441279786,0.015147689977278465,0.01237061348144408
DELIKKAYA-OMERLI KIPTAS-BEYLIKDUZU,3647,57,45,0.4509889303729971,0.01562928434329586,0.012338908692075679
GAZIOSMANPASA-MECIDIYEKOY,7948,128,98,0.4417670961840031,0.01610468042274786,0.012330145948666332
ADALAR-KABATAS,7223,72,89,0.4632663657419359,0.009968157275370345,0.012321749965388342
TASDELEN- YAMANEVLER METRO,6687,111,82,0.44129640984711227,0.016599371915657246,0.012262599072827875
BIZIMEVLER-ISPARTAKULE-YENIKAPI,3698,54,45,0.45327057819747174,0.014602487831260141,0.012168739859383451
KAZIM KARABEKIR MAH.-SISLI,3628,62,44,0.45278972359058284,0.017089305402425578,0.012127894156560088
KAYASEHIR-BAKIRKOY,14871,217,180,0.44449820887283215,0.014592159236097102,0.012104095218882388
GIYIMKENT - T.REIS - MECIDIYEKOY,9728,161,117,0.4389661190844914,0.01655016447368421,0.012027138157894737
BOSTANCI-U.MUMCU MAH,8334,116,100,0.4447463647900375,0.013918886489080873,0.011999040076793857
CAMLICA CAMII - BULGURLU METRO - GOZTEPE KOPRUSU,3927,56,47,0.45141469219272584,0.0142602495543672,0.011968423733129615
MAHMUTBEY-GUNESLI-KAZLICESME,7188,133,86,0.4412108348712987,0.018503060656649972,0.011964385086254869
CIFTLIKKOY-CATALCA,4681,73,56,0.45883668932429944,0.015594958342234566,0.0119632557145909
CAMLIK-AYRILIKCESME,6867,117,82,0.4443849849800055,0.01703800786369594,0.011941167904470657
KUCUKKOY-MECIDIYEKOY,3521,52,42,0.4431031337504159,0.014768531667140017,0.011928429423459244
PENDIK-GOCBEYLI,6386,110,76,0.444466414991671,0.017225180081428124,0.011901033510804886
ESENEVLER-ACIBADEM METROBUS-USKUDAR,2189,32,26,0.4634618171783744,0.014618547281863865,0.01187756966651439
USKUDAR-EMNIYET MAHALLESI,11708,182,139,0.4423468978955774,0.015544926545951486,0.011872224120259652
NUR SITESI-EMINONU,2443,49,29,0.4461242052667898,0.02005730659025788,0.011870650839132215
KURTULUS - EMINONU,5729,89,68,0.43948415009008834,0.015534997381742015,0.011869436201780416
YENISEHIR-KARTAL METRO,16099,273,190,0.4373445712233289,0.016957575004658675,0.011801975277967575
ORTACESME-UMRANIYE,8398,18,99,0.45084334745251664,0.0021433674684448677,0.011788521076446772
S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,13837,149,163,0.45643885185211014,0.0107682301076823,0.011780010117800102
CEBECI MAH. - MECIDIYEKOY,4840,69,57,0.44740939544531516,0.014256198347107438,0.011776859504132231
KOZYATAGI-4.LEVENT METRO,3149,46,37,0.448605567373536,0.014607812003810734,0.011749761829152112
FULYA/SISLI - KABATAS,1959,28,23,0.4529641195556264,0.014293006636038795,0.01174068402246044
PIYALEPASA MAH.-TAKSIM,3328,62,39,0.4460656966008505,0.018629807692307692,0.01171875
USKUDAR-USKUDAR DEVLET HASTANESI,5127,89,60,0.4433341542460983,0.01735907938365516,0.011702750146284377
AKSEMSETTIN  - SISLI,9066,134,106,0.43786788540329535,0.014780498566071035,0.011692036179130819
YENIKOY-KARABURUN-MESCIDI SELAM,16324,234,190,0.4460180379511923,0.014334721881891693,0.01163930409213428
