total_rows,zscore_anomaly_count,iforest_v3_anomaly_count,both_methods_anomaly_count,only_zscore_anomaly_count,only_iforest_v3_anomaly_count,avg_iforest_v3_score,max_iforest_v3_score,min_iforest_v3_score,zscore_anomaly_rate,iforest_v3_anomaly_rate,method_overlap_rate
6029867,69143,72078,50120,19023,21958,0.44884603302680665,0.8064168809285985,0.3877337637592341,0.011466753744319734,0.011953497481785253,0.008311957792767237
