total_rows,zscore_anomaly_count,iforest_v5_anomaly_count,both_methods_anomaly_count,only_zscore_anomaly_count,only_iforest_v5_anomaly_count,avg_iforest_v5_score,max_iforest_v5_score,min_iforest_v5_score,zscore_anomaly_rate,iforest_v5_anomaly_rate,method_overlap_rate,overlap_among_zscore_anomalies,overlap_among_iforest_v5_anomalies
6008418,69143,74542,38742,30401,35800,0.42154856638768773,0.795259299917821,0.3482929100049366,0.011507688047003388,0.012406260682928518,0.006447953521209743,0.5603170241383799,0.5197338413243541
