line,total_obs,zscore_anomaly_count,iforest_anomaly_count,avg_iforest_score,zscore_anomaly_rate,iforest_anomaly_rate
SULTANAHMET-ISTANBUL HAVALIMANI,1903,0,4,0.4535464082878192,0.0,0.002101944298476
HACI OSMAN METRO - KILYOS,7744,22,16,0.4076897940506708,0.002840909090909,0.0020661157024793
ENSAR MAHALLESI-IMRAHOR KOYU-CEBECI MAHALLESI,11182,95,23,0.4041184700114553,0.0084957968163119,0.0020568771239492
YUNUS EMRE MAHALLESI-YENIKAPI,11191,115,23,0.4037227079807792,0.0102761147350549,0.0020552229470109
MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,6842,22,14,0.4144979215110135,0.0032154340836012,0.002046185325928
GOKTURK-EMINONU,9345,78,19,0.4057760236017887,0.0083467094703049,0.0020331728196896
KIRAC - I.U.AVCILAR KAMPUSU,12302,92,25,0.404067994237168,0.007478458787189,0.0020321898878231
BUYUKCEKMECE-BAKIRKOY,7416,65,15,0.400411298184796,0.008764832793959,0.0020226537216828
PENDIK YHT-SABIHA GOKCEN HAVALIMANI,5990,39,12,0.4076969935399488,0.0065108514190317,0.0020033388981636
KAVAKPINAR-KARTAL METRO,10726,66,21,0.4053187773549811,0.0061532724221517,0.0019578594070482
KARTAL - CEZAEVI,5658,19,11,0.403472926694756,0.0033580770590314,0.0019441498762813
KIPTAS VADITEPE-OLIMPIYATKOY METRO,6687,38,13,0.4055482450769008,0.0056826678630177,0.0019440705847166
G.O.PASA FIZIK TED.HST-KOCATEPE METRO,9955,71,18,0.409128309634191,0.0071320944249121,0.0018081366147664
VEZNECILER- YAYLA MAHALLESI,10723,57,19,0.403944065876595,0.0053156765830457,0.0017718921943485
HACIOSMAN METRO-TUNEL-SARIYER,3966,42,7,0.3980882260384092,0.010590015128593,0.0017650025214321
KAVAKPINAR- MARMARA HST.-KARTAL METRO,7948,15,14,0.4133911783424697,0.0018872672370407,0.001761449421238
BASINSITESI - TAKSIM,7039,29,12,0.4079276158730191,0.0041199033953686,0.0017047876118766
ISTINYEDEREICI-RESITPASA-SISLI,6491,37,11,0.4023414330933229,0.005700200277307,0.0016946541364966
KUCUKCEKMECE FATIH MAH.-BAKIRKOY,5313,42,9,0.3985951079734878,0.0079051383399209,0.0016939582156973
ATAKOY METRO - ACIL DURUM HASTANESI,4139,11,7,0.4150062325780291,0.0026576467745832,0.0016912297656438
HACI OSMAN METRO-Y.EMRE-UYUM SITESI,6146,47,10,0.4012969884304029,0.0076472502440611,0.001627074520013
PENDIK-ISTANBUL HAVALIMANI,1844,0,3,0.4577373143090215,0.0,0.0016268980477223
GOZDAGI MAH.-KARTAL METRO-CEVIZLI,1863,9,3,0.4071090038289418,0.0048309178743961,0.001610305958132
KIRAZLI-BASAKSEHIR/METROKENT,15151,23,24,0.4076021346250785,0.0015180516137548,0.0015840538578311
KARTAL-YENIDOGAN,13904,41,22,0.4144942245968393,0.0029487917146144,0.0015822784810126
SABIHA GOKCEN HAVALIMANI - TAKSIM,6325,32,10,0.4495019191012667,0.0050592885375494,0.0015810276679841
KADIKOY-YAVUZTURK MAHALLESI,8862,45,14,0.4060696450780989,0.0050778605280974,0.0015797788309636
RUMELIHISARUSTU-SARIYER,6428,31,10,0.3981196505437688,0.0048226509023024,0.0015556938394523
USKUDAR-SOGUKSU MAHALLESI,7126,44,11,0.4001119272325782,0.0061745719898961,0.001543642997474
GUNESLI BASIN TESISLERI - BAKIRKOY,5184,21,8,0.4035239919201787,0.0040509259259259,0.0015432098765432
SIRKECI-HAREM,11701,27,18,0.4307518036619782,0.00230749508589,0.00153833005726
GIYIMKENT - T.REIS - EMINONU,11914,98,18,0.4076410617603395,0.008225616921269,0.0015108275977841
HACI OSMAN METRO - KISIRKAYA,7946,22,12,0.4074457143457546,0.0027686886483765,0.0015101938082053
GEBZE - KARTAL METRO,3352,1,5,0.4124080423845721,0.0002983293556085919,0.0014916467780429
OMERLI KIPTAS KONUTLARI-BEYLIKDUZU,6895,19,10,0.4051875094868444,0.0027556200145032,0.0014503263234227
CEVIZLIBAG-4.LEVENT,6351,51,9,0.3997247465220549,0.0080302314596126,0.0014170996693434
EMINONU-OKMEYDANI,5899,38,8,0.4041825575018699,0.00644176979149,0.0013561620613663
HAMIDIYE MAH.-TAKSIM,6661,11,9,0.4053223116887898,0.0016514036931391,0.0013511484762047
PENDIK YHT-SABIHAGOKCEN HAVALIMANI,4461,30,6,0.4166380261060203,0.0067249495628782,0.0013449899125756
BASINSITESI - EMINONU,8186,23,11,0.4207309388148837,0.0028096750549719,0.0013437576349865
ISTINYE-CUBUKLU,7718,23,10,0.4574870742782914,0.0029800466442083,0.0012956724540036
KADIKOY-TUZLA,13236,51,17,0.4177362580825133,0.0038531278331822,0.001284375944394
CEVATPASA - TAKSIM,8480,44,10,0.4068654982477867,0.005188679245283,0.0011792452830188
TUNEL,5186,1,6,0.4137199789060072,0.0001928268414963363,0.001156961048978
BEYLIKDUZU - BAKIRKOY,6931,41,8,0.3996473920066359,0.0059154523156831,0.001154234598182
EMIRGAN - 4.LEVEND METRO,5330,40,6,0.3981045693256992,0.0075046904315197,0.0011257035647279
BEYKOZ-YENIKOY,5641,21,6,0.4012738402886772,0.0037227441942917,0.001063641198369
YENIKAPI-ISTANBUL HAVALIMANI,1921,0,2,0.4433243945825317,0.0,0.0010411244143675
KOZYATAGI-ISTANBUL HAVALIMANI,1941,0,2,0.4290787018068691,0.0,0.0010303967027305
KARAKOY-KADIKOY,4869,9,5,0.4065818017128715,0.0018484288354898,0.0010269049086054
MARMARA EVLERI - BAKIRKOY,6193,32,6,0.3999318136920994,0.0051671241724527,0.0009688357823348944
EYUP - PIYERLOTI,3118,2,3,0.4674108205630197,0.0006414368184733803,0.0009621552277100704
ESENKENT ESENYURT - AVCILAR METROBUS,6426,22,6,0.4049770017883553,0.0034235916588857,0.0009337068160597572
BOSTANCI-KARAKOY,1079,1,1,0.4060998861837362,0.0009267840593141798,0.0009267840593141798
MECIDIYEKOY-ISTANBUL HAVALIMANI,8675,27,8,0.420591643293157,0.0031123919308357,0.0009221902017291068
BOSTANCI - S.GOKCEN HAVALIMANI,6366,11,5,0.414848138780318,0.0017279296261388,0.0007854225573358467
DRAMAN - EMINONU,5331,14,4,0.4043069097343875,0.0026261489401613,0.0007503282686175201
USKUDAR-YENI MAHALLE,12801,77,8,0.4042926637797526,0.0060151550660104,0.0006249511756893992
TAKSIM-ISTANBUL HAVALIMANI,1919,0,1,0.4416298936162403,0.0,0.0005211047420531526
OTOGAR-ISTANBUL HAVALIMANI,1920,0,1,0.429843038125081,0.0,0.0005208333333333333
TUYAP-ISTANBUL HAVALIMANI,1921,0,1,0.4312235047177941,0.0,0.0005205622071837585
CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,9708,47,5,0.405448841079522,0.0048413679439637,0.0005150391429748661
AKPINAR KOYU-ARNAVUTKOY PERONLAR,6251,40,3,0.4031144730742389,0.0063989761638137,0.00047992321228603423
KARAKOY-USKUDAR,4836,5,2,0.404607225194351,0.0010339123242349,0.000413564929693962
CARSI-MADEN-NIZAM,2591,0,1,0.4505943279228289,0.0,0.000385951370127364
KADIKOY - MODA,3870,3,1,0.4037267572665054,0.0007751937984496124,0.00025839793281653745
CUBUKLU-ISTINYE,5154,7,1,0.4031970539276543,0.0013581684128831,0.00019402405898331392
YENIKOY-BEYKOZ,5801,8,1,0.4014814686883983,0.0013790725736941,0.00017238407171177384
SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,1343,0,0,0.4118886560906769,0.0,0.0
BOSTANCI-KABATAS,102,0,0,0.4057565792295174,0.0,0.0
E.KADIKOY-BOGAZ,216,0,0,0.3966897999919873,0.0,0.0
YESILKENT MAH. - CUMHURIYET MAH. METROBUS,1124,5,0,0.4046464559616932,0.0044483985765124,0.0
K.S.SULEYMAN HASTANESI - MAHMUTBEY METRO,743,0,0,0.4100855532700897,0.0,0.0
KSS HASTANESI - MAHMUTBEY METRO,216,0,0,0.4167747431727444,0.0,0.0
BAHCESEHIR-ISTANBUL HAVALIMANI,1918,0,0,0.4289167902559653,0.0,0.0
YEDIKULE - TAKSIM,4516,2,0,0.4050192080311626,0.0004428697962798937,0.0
HAREKET SITESI - SISLI,32,0,0,0.4170249114299781,0.0,0.0
BAKIRKOY-ISTANBUL HAVALIMANI,1920,0,0,0.4228101561006457,0.0,0.0
BOSTANCI-BAKIRKOY,186,0,0,0.4463263898844443,0.0,0.0
ATESTUGLA-AKSARAY,37,0,0,0.4068171539831767,0.0,0.0
